unix_ts,phase,cpu_pct,mem_mb
1786245860.6,baseline,0.0,6.2
1786245862.7,baseline,0.0,6.2
1786245864.7,baseline,0.0,6.2
1786245866.7,ingest,110.5,133.6
1786245868.8,ingest,116.9,265.8
1786245870.9,ingest,163.3,411.4
1786245873.0,hosts,19.4,512.0
1786245875.0,query_a,149.5,1672.9
1786245877.0,query_a,160.7,2027.2
1786245879.1,query_a,160.4,2312.8
1786245881.1,burst,238.0,2324.7
1786245883.2,settle,0.0,2363.3
1786245885.2,settle,0.0,2363.3
1786245887.2,settle,0.0,2363.3
1786245889.3,settle,0.0,2363.3
1786245891.3,settle,0.0,2362.2
