unix_ts,phase,cpu_pct,mem_mb
1786252921.1,baseline,0.0,7.6
1786252923.2,baseline,0.0,6.2
1786252925.3,baseline,0.0,6.2
1786252927.4,ingest,111.3,145.5
1786252929.4,ingest,114.5,255.4
1786252931.4,ingest,214.1,799.7
1786252933.5,hosts,42.0,532.9
1786252935.5,query_a,145.0,1325.0
1786252937.6,query_a,159.1,1868.3
1786252939.6,query_b,182.4,2071.2
1786252941.7,settle,159.3,2136.7
1786252943.8,settle,0.0,2136.7
1786252945.8,settle,0.0,2136.7
1786252947.9,settle,0.0,2136.7
1786252949.9,settle,1.8,2136.7
