unix_ts,phase,cpu_pct,mem_mb
1786156389.4,baseline,0.1,66.8
1786156391.4,baseline,0.1,66.8
1786156393.4,baseline,1.9,67.8
1786156395.5,ingest,19.3,155.6
1786156397.5,ingest,16.5,208.5
1786156399.5,ingest,16.3,235.7
1786156401.5,ingest,15.5,254.2
1786156403.5,ingest,18.2,278.3
1786156405.6,ingest,15.9,280.0
1786156407.6,ingest,16.2,287.8
1786156409.6,ingest,17.4,334.3
1786156411.6,ingest,16.6,368.8
1786156413.7,ingest,18.3,360.7
1786156415.7,ingest,16.1,358.1
1786156417.7,ingest,14.8,373.7
1786156419.7,ingest,15.5,366.9
1786156421.7,ingest,14.7,385.9
1786156423.8,ingest,17.1,393.5
1786156425.8,ingest,15.8,426.5
1786156427.8,ingest,16.2,446.1
1786156429.8,ingest,14.9,470.0
1786156431.8,ingest,16.3,488.8
1786156433.9,ingest,17.7,499.4
1786156435.9,ingest,15.9,510.0
1786156437.9,ingest,15.2,501.5
1786156439.9,ingest,15.6,503.4
1786156441.9,ingest,14.4,495.2
1786156444.0,ingest,17.3,497.1
1786156446.0,ingest,16.9,523.0
1786156448.0,ingest,15.6,540.6
1786156450.0,ingest,16.9,540.3
1786156452.0,ingest,16.4,535.9
1786156454.1,ingest,18.7,553.0
1786156456.1,ingest,16.6,579.9
1786156458.1,ingest,16.1,588.0
1786156460.1,ingest,16.5,615.4
1786156462.2,ingest,14.6,634.2
1786156464.2,ingest,18.6,652.4
1786156466.2,ingest,16.7,644.8
1786156468.2,ingest,16.5,667.7
1786156470.2,ingest,17.5,689.2
1786156472.3,ingest,19.3,685.2
1786156474.3,ingest,22.1,708.7
1786156476.3,ingest,16.1,715.2
1786156478.3,ingest,16.3,750.0
1786156480.3,ingest,15.6,755.8
1786156482.4,ingest,15.6,737.7
1786156484.4,ingest,21.6,721.5
1786156486.4,ingest,19.5,731.5
1786156488.4,ingest,20.8,740.1
1786156490.4,ingest,15.0,736.1
1786156492.5,ingest,16.7,766.3
1786156494.5,ingest,18.2,771.4
1786156496.5,ingest,16.0,784.4
1786156498.5,ingest,16.3,778.7
1786156500.5,ingest,19.4,790.1
1786156502.5,ingest,15.8,810.5
1786156504.6,ingest,19.8,811.5
1786156506.6,ingest,15.3,828.6
1786156508.6,ingest,18.1,830.7
1786156510.6,ingest,15.4,835.4
1786156512.7,ingest,17.4,850.1
1786156514.7,ingest,17.6,912.9
1786156516.7,ingest,15.6,927.0
1786156518.7,ingest,16.6,947.5
1786156520.7,ingest,16.7,992.7
1786156522.8,ingest,15.2,997.2
1786156524.8,ingest,17.6,1001.0
1786156526.8,ingest,16.9,1013.4
1786156528.8,ingest,15.4,1024.5
1786156530.8,ingest,15.7,1039.9
1786156532.9,ingest,14.6,1039.5
1786156534.9,ingest,17.9,1054.9
1786156536.9,ingest,16.6,1060.1
1786156538.9,ingest,16.1,1086.6
1786156540.9,ingest,18.0,1089.8
1786156543.0,ingest,16.0,1061.2
1786156545.0,ingest,17.2,1086.6
1786156547.0,ingest,17.4,1099.5
1786156549.0,ingest,15.5,1106.0
1786156551.1,ingest,17.6,1109.2
1786156553.1,ingest,15.9,1111.3
1786156555.1,ingest,17.3,1128.5
1786156557.1,ingest,15.7,1134.9
1786156559.1,ingest,15.6,1137.1
1786156561.1,ingest,15.2,1151.1
1786156563.2,ingest,17.6,1163.9
1786156565.2,ingest,16.1,1160.7
1786156567.2,ingest,17.6,1160.7
1786156569.2,ingest,16.1,1160.7
1786156571.3,ingest,19.0,1167.2
1786156573.4,ingest,19.3,1159.6
1786156575.4,ingest,15.9,1157.5
1786156577.4,ingest,15.7,1173.6
1786156579.4,ingest,18.3,1172.5
1786156581.4,ingest,16.0,1206.9
1786156583.4,ingest,16.9,1233.7
1786156585.4,ingest,15.6,1221.9
1786156587.4,ingest,16.7,1219.8
1786156589.4,ingest,15.1,1208.0
1786156591.4,ingest,15.7,1231.6
1786156593.5,ingest,18.4,1242.3
1786156595.5,ingest,15.5,1256.3
1786156597.5,ingest,16.0,1291.7
1786156599.5,ingest,16.1,1310.0
1786156601.6,ingest,16.0,1335.7
1786156603.6,ingest,18.4,1325.0
1786156605.6,ingest,16.1,1330.4
