unix_ts,phase,cpu_pct,mem_mb
1786245074.6,baseline,0.0,6.7
1786245076.6,baseline,0.0,6.3
1786245078.7,baseline,0.0,6.3
1786245080.7,ingest,111.4,141.0
1786245082.8,ingest,107.0,245.1
1786245084.8,ingest,213.1,647.9
1786245087.0,hosts,30.0,489.7
1786245088.9,query_a,149.8,1522.6
1786245091.0,query_a,159.0,2232.3
1786245093.0,query_a,159.7,2715.5
1786245095.0,settle,201.8,2676.8
1786245097.1,settle,0.0,2675.8
1786245099.2,settle,0.0,2675.8
1786245101.2,settle,0.0,2675.8
1786245103.3,settle,0.9,2677.9
