unix_ts,phase,cpu_pct,mem_mb
1786240309.8,baseline,0.0,6.7
1786240311.8,baseline,0.0,6.2
1786240313.8,baseline,0.0,6.2
1786240315.9,ingest,120.1,143.2
1786240317.9,ingest,106.6,259.0
1786240319.9,ingest,212.6,781.6
1786240322.1,hosts,35.0,439.6
1786240323.9,query_a,131.0,1307.8
1786240326.0,query_a,144.7,2117.4
1786240328.1,query_a,151.5,2293.5
1786240330.1,burst,397.9,2354.7
1786240332.1,settle,0.0,2353.6
1786240334.1,settle,0.0,2353.6
1786240336.2,settle,0.0,2353.6
1786240338.2,settle,0.0,2353.6
