unix_ts,phase,cpu_pct,mem_mb
1786245106.4,baseline,0.0,6.3
1786245108.5,baseline,0.0,6.3
1786245110.5,baseline,0.0,6.3
1786245112.6,ingest,109.4,134.2
1786245114.6,ingest,97.7,234.4
1786245116.7,ingest,200.1,642.9
1786245118.8,hosts,45.3,522.3
1786245120.7,query_a,149.1,1385.1
1786245122.9,query_a,155.2,2171.1
1786245124.9,query_a,157.3,2559.8
1786245127.0,settle,263.9,2596.3
1786245129.0,settle,0.0,2596.3
1786245131.1,settle,0.0,2596.3
1786245133.1,settle,0.0,2596.3
1786245135.1,settle,0.0,2596.3
