unix_ts,phase,cpu_pct,mem_mb
1786244063.7,baseline,0.0,6.2
1786244065.8,baseline,0.0,6.2
1786244067.8,baseline,0.0,6.2
1786244069.9,ingest,116.0,142.5
1786244072.0,ingest,100.4,239.6
1786244074.0,ingest,219.3,778.0
1786244076.2,hosts,26.6,479.9
1786244078.1,query_a,138.1,1486.1
1786244080.1,query_a,149.8,2169.0
1786244082.2,query_a,154.0,2494.3
1786244084.2,settle,194.3,2501.8
1786244086.3,settle,0.0,2494.3
1786244088.3,settle,0.0,2494.3
1786244090.4,settle,0.0,2494.3
1786244092.4,settle,0.0,2494.3
