test,run,ms,rows,status,error
A_journey_01,1,143,20,ok,
A_journey_02,1,126,20,ok,
A_journey_03,1,123,20,ok,
A_journey_04,1,174,20,ok,
A_journey_05,1,164,20,ok,
A_journey_06,1,93,4,ok,
A_journey_07,1,58,20,ok,
A_journey_08,1,77,8,ok,
A_journey_09,1,123,20,ok,
A_journey_10,1,89,20,ok,
A_journey_11,1,122,20,ok,
A_journey_12,1,111,20,ok,
A_journey_13,1,105,20,ok,
A_journey_14,1,107,20,ok,
A_journey_15,1,74,20,ok,
A_journey_16,1,54,20,ok,
A_journey_17,1,121,20,ok,
A_journey_18,1,76,20,ok,
A_journey_19,1,99,20,ok,
A_journey_20,1,56,20,ok,
B1_funnel_24h,1,125,10,ok,
B1_funnel_24h,2,78,10,ok,
B1_funnel_24h,3,58,10,ok,
B2_funnel_48h,1,75,10,ok,
B2_funnel_48h,2,81,10,ok,
B2_funnel_48h,3,89,10,ok,
B3_inflight_24h,1,70,10,ok,
B3_inflight_24h,2,57,10,ok,
B3_inflight_24h,3,57,10,ok,
B4_hourly_throughput_48h,1,55,476,ok,
B4_hourly_throughput_48h,2,56,476,ok,
B4_hourly_throughput_48h,3,70,476,ok,
B5_route_rollup_24h,1,83,40,ok,
B5_route_rollup_24h,2,118,40,ok,
B5_route_rollup_24h,3,95,40,ok,
