unix_ts,phase,cpu_pct,mem_mb
1786241089.4,baseline,0.0,6.2
1786241091.5,baseline,0.0,6.2
1786241093.5,baseline,0.0,6.2
1786241095.6,ingest,111.0,138.7
1786241097.7,ingest,109.4,250.4
1786241099.7,ingest,152.2,358.0
1786241101.9,hosts,47.2,478.2
1786241103.8,query_a,155.6,1257.4
1786241105.9,query_a,158.2,2409.5
1786241107.9,query_a,155.8,2589.9
1786241110.0,query_b,294.2,2432.0
1786241112.0,settle,0.0,2492.2
1786241114.0,settle,0.0,2491.1
1786241116.1,settle,0.0,2491.1
1786241118.1,settle,0.0,2491.1
1786241120.2,settle,0.0,2491.1
