unix_ts,phase,cpu_pct,mem_mb
1786273385.4,baseline,0.0,6.2
1786273387.4,baseline,0.0,6.2
1786273389.5,baseline,0.0,6.2
1786273391.5,ingest,115.4,142.7
1786273393.5,ingest,107.1,250.7
1786273395.6,ingest,212.9,773.7
1786273397.7,hosts,34.0,479.8
1786273399.7,hosts,49.0,542.5
1786273401.7,query_a,81.2,1214.4
1786273403.7,query_a,103.7,1879.0
1786273405.7,storage,272.9,2201.2
1786273407.8,settle,10.4,2133.5
1786273409.9,settle,0.0,2133.5
1786273411.9,settle,0.0,2133.5
1786273413.9,settle,0.0,2133.5
