unix_ts,phase,cpu_pct,mem_mb
1786263165.3,baseline,0.0,6.4
1786263167.4,baseline,0.0,6.4
1786263169.4,baseline,0.0,6.4
1786263171.4,burst,90.4,167.2
1786263173.4,settle,0.0,168.4
1786263175.5,settle,0.0,167.7
1786263177.6,settle,0.0,167.7
1786263179.6,settle,0.0,167.7
1786263181.6,settle,0.0,167.7
