test,run,ms,rows,status,error
A_journey_01,1,379,20,ok,
A_journey_02,1,2,,ERROR,"HTTP 400: {""error"":""Error during planning: table 'poc.public.pipeline_events' not found""}"
A_journey_03,1,166,20,ok,
A_journey_04,1,119,20,ok,
A_journey_05,1,150,6,ok,
A_journey_06,1,141,20,ok,
A_journey_07,1,127,16,ok,
A_journey_08,1,122,20,ok,
A_journey_09,1,122,20,ok,
A_journey_10,1,120,20,ok,
A_journey_11,1,125,20,ok,
A_journey_12,1,123,20,ok,
A_journey_13,1,121,20,ok,
A_journey_14,1,112,20,ok,
A_journey_15,1,121,20,ok,
A_journey_16,1,104,20,ok,
A_journey_17,1,111,20,ok,
A_journey_18,1,131,20,ok,
A_journey_19,1,145,20,ok,
A_journey_20,1,143,6,ok,
B1_funnel_24h,1,101,10,ok,
B1_funnel_24h,2,91,10,ok,
B1_funnel_24h,3,107,10,ok,
B2_funnel_48h,1,120,10,ok,
B2_funnel_48h,2,132,10,ok,
B2_funnel_48h,3,104,10,ok,
B3_inflight_24h,1,52,10,ok,
B3_inflight_24h,2,44,10,ok,
B3_inflight_24h,3,52,10,ok,
B4_hourly_throughput_48h,1,34,476,ok,
B4_hourly_throughput_48h,2,75,476,ok,
B4_hourly_throughput_48h,3,76,476,ok,
B5_route_rollup_24h,1,155,40,ok,
B5_route_rollup_24h,2,115,40,ok,
B5_route_rollup_24h,3,120,40,ok,
