unix_ts,phase,cpu_pct,mem_mb
1786241183.5,baseline,0.0,6.5
1786241185.6,baseline,0.0,6.2
1786241187.7,baseline,0.0,6.2
1786241189.7,ingest,112.1,134.3
1786241191.8,ingest,113.3,248.8
1786241193.8,ingest,167.2,359.8
1786241196.0,hosts,32.1,464.2
1786241197.9,query_a,150.7,1510.8
1786241200.0,query_a,160.8,2396.6
1786241202.0,query_a,163.4,2639.3
1786241204.0,burst,315.3,2738.0
1786241206.1,settle,0.0,2773.5
1786241208.1,settle,0.0,2773.5
1786241210.2,settle,0.0,2773.5
1786241212.3,settle,0.0,2773.5
1786241214.3,settle,0.0,2773.5
