unix_ts,phase,cpu_pct,mem_mb
1786408350.8,baseline,0.0,7.1
1786408352.8,baseline,0.0,7.1
1786408354.9,baseline,0.0,7.1
1786408356.9,query_a,18.1,97.3
1786408358.9,settle,7.5,171.2
1786408360.9,settle,0.0,169.7
1786408363.0,settle,0.0,169.3
1786408365.1,settle,0.0,169.3
1786408367.1,settle,0.0,166.1
