unix_ts,phase,cpu_pct,mem_mb
1786247253.5,baseline,0.0,6.2
1786247255.5,baseline,0.0,6.2
1786247257.6,baseline,0.0,6.2
1786247259.6,ingest,114.3,168.0
1786247261.7,ingest,111.3,273.7
1786247263.8,ingest,199.8,746.6
1786247265.8,hosts,58.5,452.8
1786247267.8,query_a,151.0,1916.6
1786247269.9,query_a,160.3,2097.0
1786247271.9,query_a,157.5,2394.4
1786247274.0,storage,172.2,2344.0
1786247276.0,settle,0.0,2382.6
1786247278.0,settle,0.0,2382.6
1786247280.1,settle,0.0,2382.6
1786247282.1,settle,6.4,2382.6
1786247284.2,settle,0.0,2381.6
