unix_ts,phase,cpu_pct,mem_mb
1786245829.3,baseline,0.0,6.3
1786245831.3,baseline,0.0,6.2
1786245833.4,baseline,0.0,6.2
1786245835.4,ingest,112.0,158.3
1786245837.5,ingest,121.0,286.1
1786245839.5,ingest,148.3,380.8
1786245841.7,hosts,63.5,522.8
1786245843.6,query_a,153.0,1719.1
1786245845.7,query_a,153.1,2071.2
1786245847.7,query_b,232.1,2079.8
1786245849.8,settle,129.4,2005.7
1786245851.9,settle,0.0,2003.6
1786245853.9,settle,0.0,2003.6
1786245855.9,settle,0.0,2003.6
1786245858.0,settle,2.9,2003.6
