test,run,ms,rows,status,error
B1_funnel_24h,1,245,10,ok,
B1_funnel_24h,2,108,10,ok,
B1_funnel_24h,3,113,10,ok,
B2_funnel_48h,1,195,10,ok,
B2_funnel_48h,2,192,10,ok,
B2_funnel_48h,3,190,10,ok,
B3_inflight_24h,1,65,10,ok,
B3_inflight_24h,2,50,10,ok,
B3_inflight_24h,3,53,10,ok,
B4_hourly_throughput_48h,1,84,476,ok,
B4_hourly_throughput_48h,2,72,476,ok,
B4_hourly_throughput_48h,3,82,476,ok,
B5_route_rollup_24h,1,104,40,ok,
B5_route_rollup_24h,2,112,40,ok,
B5_route_rollup_24h,3,91,40,ok,
