test,run,ms,rows,status,error
A_journey_01,1,3100,20,ok,
A_journey_02,1,3295,20,ok,
A_journey_03,1,3569,20,ok,
A_journey_04,1,3441,20,ok,
A_journey_05,1,3378,20,ok,
A_journey_06,1,3492,20,ok,
A_journey_07,1,3406,20,ok,
A_journey_08,1,3442,20,ok,
A_journey_09,1,3911,20,ok,
A_journey_10,1,3793,20,ok,
A_journey_11,1,3923,20,ok,
A_journey_12,1,3990,20,ok,
A_journey_13,1,3845,20,ok,
A_journey_14,1,3837,20,ok,
A_journey_15,1,3720,20,ok,
A_journey_16,1,4206,20,ok,
A_journey_17,1,4328,20,ok,
A_journey_18,1,4752,20,ok,
A_journey_19,1,4551,20,ok,
A_journey_20,1,4120,20,ok,
B1_funnel_24h,1,3293,10,ok,
B1_funnel_24h,2,3541,10,ok,
B1_funnel_24h,3,3934,10,ok,
B2_funnel_48h,1,7835,10,ok,
B2_funnel_48h,2,7645,10,ok,
B2_funnel_48h,3,8105,10,ok,
B3_inflight_24h,1,1727,10,ok,
B3_inflight_24h,2,1744,10,ok,
B3_inflight_24h,3,1791,10,ok,
B4_hourly_throughput_48h,1,3237,477,ok,
B4_hourly_throughput_48h,2,3046,477,ok,
B4_hourly_throughput_48h,3,2864,477,ok,
B5_route_rollup_24h,1,2790,40,ok,
B5_route_rollup_24h,2,2608,40,ok,
B5_route_rollup_24h,3,2498,40,ok,
