unix_ts,phase,cpu_pct,mem_mb
1786272512.3,baseline,0.0,6.2
1786272514.4,baseline,0.0,6.2
1786272516.4,ingest,14.6,69.9
1786272518.4,ingest,103.2,196.0
1786272520.4,ingest,155.5,673.7
1786272522.5,ingest,178.2,441.2
1786272524.6,hosts,101.1,572.2
1786272526.6,query_a,149.1,1943.5
1786272528.6,query_a,163.0,2434.2
1786272530.6,query_b,408.6,2598.5
1786272532.8,settle,0.1,2469.6
1786272534.8,settle,0.0,2468.5
1786272536.8,settle,0.0,2468.5
1786272538.8,settle,0.0,2468.5
1786272540.8,settle,6.7,2468.5
