unix_ts,phase,cpu_pct,mem_mb
1786254611.4,baseline,0.0,6.2
1786254613.4,baseline,0.0,6.2
1786254615.5,baseline,0.0,6.2
1786254617.5,ingest,114.0,140.0
1786254619.6,ingest,111.3,253.8
1786254621.6,ingest,207.1,780.8
1786254623.7,hosts,23.9,455.8
1786254625.7,query_a,151.2,1854.4
1786254627.7,query_a,167.1,2289.2
1786254629.8,query_b,193.4,2530.8
1786254631.8,settle,113.1,2668.2
1786254633.9,settle,0.0,2667.2
1786254636.0,settle,0.0,2667.2
1786254638.0,settle,0.0,2667.2
1786254640.1,settle,4.5,2667.2
