unix_ts,phase,cpu_pct,mem_mb
1786263041.3,baseline,0.0,6.7
1786263043.4,baseline,0.0,6.2
1786263045.5,baseline,0.0,6.2
1786263047.5,ingest,111.9,140.3
1786263049.5,ingest,109.4,258.5
1786263051.5,ingest,207.1,790.3
1786263053.7,hosts,21.9,457.7
1786263055.7,query_a,132.1,2189.4
1786263057.7,query_a,98.4,2433.1
1786263059.7,query_a,98.7,2815.4
1786263061.7,query_b,379.6,2837.9
1786263063.7,settle,1.5,2774.5
1786263065.8,settle,0.0,2774.5
1786263067.9,settle,0.0,2774.5
1786263069.9,settle,0.0,2774.5
1786263071.9,settle,0.0,2774.5
