test,run,ms,rows,status,error
B1_funnel_24h,1,127,10,ok,
B1_funnel_24h,2,150,10,ok,
B1_funnel_24h,3,148,10,ok,
B2_funnel_48h,1,218,10,ok,
B2_funnel_48h,2,271,10,ok,
B2_funnel_48h,3,214,10,ok,
B3_inflight_24h,1,75,10,ok,
B3_inflight_24h,2,65,10,ok,
B3_inflight_24h,3,80,10,ok,
B4_hourly_throughput_48h,1,104,476,ok,
B4_hourly_throughput_48h,2,109,476,ok,
B4_hourly_throughput_48h,3,75,476,ok,
B5_route_rollup_24h,1,98,40,ok,
B5_route_rollup_24h,2,99,40,ok,
B5_route_rollup_24h,3,119,40,ok,
