unix_ts,phase,cpu_pct,mem_mb
1786261753.5,baseline,0.0,6.4
1786261755.5,baseline,0.0,6.2
1786261757.5,baseline,0.0,6.2
1786261759.7,ingest,99.4,139.5
1786261761.7,ingest,100.0,237.4
1786261763.7,ingest,210.2,747.6
1786261765.9,hosts,55.8,447.0
1786261767.7,query_a,144.4,957.2
1786261769.8,query_a,150.9,2243.0
1786261771.9,query_a,153.7,2684.4
1786261773.9,settle,212.1,2871.2
1786261775.9,settle,0.0,2772.4
1786261777.9,settle,0.0,2772.4
1786261780.0,settle,0.0,2772.4
1786261782.1,settle,0.0,2772.4
