unix_ts,phase,cpu_pct,mem_mb
1786202150.4,baseline,0.0,6.9
1786202152.4,baseline,0.0,6.1
1786202154.5,baseline,0.0,6.7
1786202156.5,ingest,183.4,204.2
1786202158.5,ingest,201.6,617.3
1786202160.5,ingest,182.3,797.8
1786202162.6,ingest,182.5,960.9
1786202164.6,ingest,274.6,2245.2
1786202166.6,ingest,281.6,2405.2
1786202168.6,ingest,271.0,2574.8
1786202170.6,ingest,250.1,2262.4
1786202172.7,ingest,230.9,2048.7
1786202174.7,ingest,288.5,2858.3
1786202176.7,ingest,288.2,3053.7
1786202178.7,ingest,284.2,3131.0
1786202180.7,ingest,293.5,3312.5
1786202182.8,ingest,81.4,2648.9
1786202184.8,ingest,70.9,2651.1
1786202186.8,ingest,99.8,2648.9
1786202188.9,ingest,284.2,2866.9
1786202190.9,ingest,282.6,3104.2
1786202192.9,ingest,240.1,2713.3
1786202195.0,ingest,251.3,1818.9
1786202197.0,ingest,166.0,2852.9
1786202199.0,ingest,136.4,2886.2
1786202201.0,ingest,86.7,2459.9
1786202203.0,ingest,47.8,2476.0
1786202205.1,ingest,50.2,2545.8
1786202207.1,ingest,52.2,2563.0
1786202209.1,ingest,257.4,1997.2
1786202211.1,ingest,265.6,2098.1
1786202213.3,hosts,218.9,3122.4
1786202215.4,hosts,134.1,3169.7
1786202217.4,hosts,103.4,2790.7
1786202219.5,hosts,114.9,2292.4
1786202221.3,hosts,75.8,2092.7
1786202223.3,hosts,94.0,2347.2
1786202225.3,hosts,237.8,2236.6
1786202227.3,hosts,245.5,2476.0
1786202229.3,query_a,395.1,3277.1
1786202231.3,query_a,46.1,4095.3
1786202233.4,query_a,30.1,4098.5
1786202235.4,query_a,87.4,4384.1
1786202237.4,query_a,29.8,4212.3
1786202239.4,query_a,27.5,4011.5
1786202241.4,query_a,26.6,4011.5
1786202243.5,query_a,27.4,4011.5
1786202245.5,query_b,23.0,4011.5
1786202247.5,query_b,21.9,4011.5
1786202249.5,query_b,34.8,4339.0
1786202251.6,query_b,252.6,5203.4
1786202253.6,query_b,205.2,5905.6
1786202255.7,query_b,376.7,6849.4
1786202257.7,query_b,569.0,7741.7
1786202259.7,query_b,23.4,7999.4
1786202261.7,query_b,100.0,9050.6
1786202263.8,query_b,303.3,9936.4
1786202265.8,query_b,281.2,10582.8
1786202267.8,query_b,677.0,12165.5
1786202269.8,query_b,266.2,12573.5
1786202271.8,query_b,170.4,12831.2
1786202273.9,query_b,56.6,13432.5
1786202275.9,query_b,222.0,13700.9
1786202277.9,query_b,226.8,13765.4
1786202279.9,query_b,268.5,13658.0
1786202281.9,storage,15.4,13582.8
1786202284.0,storage,16.7,13593.6
1786202286.0,storage,45.9,13647.3
1786202288.0,storage,265.0,13636.5
1786202290.0,settle,70.5,13572.1
1786202292.0,settle,0.0,13572.1
1786202294.1,settle,0.0,13572.1
1786202296.1,settle,0.0,13572.1
1786202298.1,settle,0.0,13572.1
