unix_ts,phase,cpu_pct,mem_mb
1786245138.2,baseline,0.0,6.4
1786245140.3,baseline,0.0,6.2
1786245142.3,baseline,0.0,6.2
1786245144.4,ingest,35.3,128.9
1786245146.4,ingest,20.3,145.4
1786245148.5,ingest,15.2,265.1
1786245150.5,ingest,15.5,292.3
1786245152.6,ingest,13.8,306.7
1786245154.6,ingest,19.6,266.2
1786245156.7,ingest,121.2,582.9
1786245158.8,hosts,124.1,602.9
1786245160.8,query_a,139.6,1040.3
1786245162.8,query_a,138.7,1850.1
1786245164.8,query_a,142.5,2039.0
1786245166.9,burst,383.2,2377.3
1786245169.0,settle,0.0,2283.8
1786245171.1,settle,0.0,2282.8
1786245173.1,settle,0.0,2282.8
1786245175.1,settle,0.0,2282.8
1786245177.2,settle,5.9,2283.8
