unix_ts,phase,cpu_pct,mem_mb
1786272577.1,baseline,0.0,6.5
1786272579.1,baseline,0.0,6.5
1786272581.2,baseline,0.0,6.2
1786272583.3,ingest,113.6,146.3
1786272585.3,ingest,106.4,262.9
1786272587.3,ingest,213.2,787.3
1786272589.3,hosts,32.8,408.4
1786272591.4,query_a,140.1,1709.4
1786272593.5,query_a,151.4,2908.8
1786272595.6,query_b,216.0,3103.1
1786272597.6,settle,116.2,3236.3
1786272599.6,settle,0.0,3235.2
1786272601.6,settle,0.0,3235.2
1786272603.7,settle,0.0,3235.2
1786272605.7,settle,0.0,3235.2
