unix_ts,phase,cpu_pct,mem_mb
1786246505.0,baseline,0.0,6.5
1786246507.0,baseline,0.0,6.2
1786246509.1,baseline,0.0,6.2
1786246511.1,ingest,112.7,151.2
1786246513.2,ingest,111.5,274.4
1786246515.2,ingest,122.4,483.4
1786246517.3,hosts,73.2,534.8
1786246519.3,query_a,165.7,2333.2
1786246521.4,query_a,175.6,2752.0
1786246523.5,query_b,284.6,3423.1
1786246525.5,storage,114.2,3020.4
1786246527.5,settle,0.0,3033.3
1786246529.6,settle,0.0,3033.3
1786246531.6,settle,0.0,3033.3
1786246533.7,settle,4.3,3034.4
