test,run,ms,rows,status,error
B1_funnel_24h,1,118,10,ok,
B1_funnel_24h,2,113,10,ok,
B1_funnel_24h,3,137,10,ok,
B2_funnel_48h,1,203,10,ok,
B2_funnel_48h,2,200,10,ok,
B2_funnel_48h,3,191,10,ok,
B3_inflight_24h,1,65,10,ok,
B3_inflight_24h,2,48,10,ok,
B3_inflight_24h,3,64,10,ok,
B4_hourly_throughput_48h,1,75,476,ok,
B4_hourly_throughput_48h,2,84,476,ok,
B4_hourly_throughput_48h,3,77,476,ok,
B5_route_rollup_24h,1,96,40,ok,
B5_route_rollup_24h,2,100,40,ok,
B5_route_rollup_24h,3,99,40,ok,
