unix_ts,phase,cpu_pct,mem_mb
1786273472.6,baseline,0.0,6.2
1786273474.6,baseline,0.0,6.2
1786273476.7,baseline,0.0,6.2
1786273478.8,ingest,109.8,139.1
1786273480.8,ingest,110.1,261.7
1786273482.8,ingest,208.3,791.8
1786273484.9,hosts,21.6,509.6
1786273486.8,query_a,139.3,1380.8
1786273489.0,query_a,156.1,1998.2
1786273491.0,query_a,158.8,2042.3
1786273493.0,storage,199.4,2138.9
1786273495.0,settle,0.0,2156.1
1786273497.1,settle,0.0,2155.0
1786273499.2,settle,0.0,2155.0
1786273501.2,settle,0.0,2155.0
