unix_ts,phase,cpu_pct,mem_mb
1786417948.5,baseline,0.0,7.6
1786417950.6,baseline,0.0,7.1
1786417952.6,baseline,0.0,7.1
1786417954.6,ingest,107.9,208.7
1786417956.7,ingest,102.8,346.0
1786417958.8,ingest,203.1,490.1
1786417960.9,hosts,41.4,512.3
1786417962.9,query_a,105.6,1769.5
1786417964.9,query_b,288.4,2747.7
1786417966.9,settle,16.1,2808.9
1786417969.0,settle,39.4,2887.3
1786417971.0,settle,0.0,2886.2
1786417973.1,settle,0.0,2886.2
1786417975.1,settle,0.0,2886.2
