test,run,ms,rows,status,error
A_journey_01,1,124,20,ok,
A_journey_02,1,153,20,ok,
A_journey_03,1,186,20,ok,
A_journey_04,1,116,20,ok,
A_journey_05,1,141,20,ok,
A_journey_06,1,174,20,ok,
A_journey_07,1,82,20,ok,
A_journey_08,1,112,20,ok,
A_journey_09,1,151,20,ok,
A_journey_10,1,63,20,ok,
A_journey_11,1,119,20,ok,
A_journey_12,1,61,20,ok,
A_journey_13,1,68,20,ok,
A_journey_14,1,72,20,ok,
A_journey_15,1,90,16,ok,
A_journey_16,1,60,20,ok,
A_journey_17,1,55,20,ok,
A_journey_18,1,108,20,ok,
A_journey_19,1,66,20,ok,
A_journey_20,1,60,20,ok,
B1_funnel_24h,1,67,10,ok,
B1_funnel_24h,2,95,10,ok,
B1_funnel_24h,3,99,10,ok,
B2_funnel_48h,1,190,10,ok,
B2_funnel_48h,2,82,10,ok,
B2_funnel_48h,3,85,10,ok,
B3_inflight_24h,1,70,10,ok,
B3_inflight_24h,2,60,10,ok,
B3_inflight_24h,3,50,10,ok,
B4_hourly_throughput_48h,1,94,475,ok,
B4_hourly_throughput_48h,2,88,475,ok,
B4_hourly_throughput_48h,3,92,475,ok,
B5_route_rollup_24h,1,79,40,ok,
B5_route_rollup_24h,2,117,40,ok,
B5_route_rollup_24h,3,88,40,ok,
