test,run,ms,rows,status,error
A_journey_01,1,1190,20,ok,
A_journey_02,1,494,20,ok,
A_journey_03,1,407,20,ok,
A_journey_04,1,514,20,ok,
A_journey_05,1,504,20,ok,
A_journey_06,1,566,20,ok,
A_journey_07,1,586,20,ok,
A_journey_08,1,507,20,ok,
A_journey_09,1,529,20,ok,
A_journey_10,1,522,20,ok,
A_journey_11,1,630,20,ok,
A_journey_12,1,340,20,ok,
A_journey_13,1,529,20,ok,
A_journey_14,1,323,20,ok,
A_journey_15,1,523,20,ok,
A_journey_16,1,441,20,ok,
A_journey_17,1,391,20,ok,
A_journey_18,1,391,20,ok,
A_journey_19,1,361,60,ok,
A_journey_20,1,380,60,ok,
B1_funnel_24h,1,4603,10,ok,
B1_funnel_24h,2,4752,10,ok,
B1_funnel_24h,3,4719,10,ok,
B2_funnel_48h,1,13231,10,ok,
B2_funnel_48h,2,13286,10,ok,
B2_funnel_48h,3,12679,10,ok,
B3_inflight_24h,1,8021,10,ok,
B3_inflight_24h,2,7930,10,ok,
B3_inflight_24h,3,7964,10,ok,
B4_hourly_throughput_48h,1,22763,495,ok,
B4_hourly_throughput_48h,2,22538,495,ok,
B4_hourly_throughput_48h,3,23108,495,ok,
B5_route_rollup_24h,1,5073,40,ok,
B5_route_rollup_24h,2,4789,40,ok,
B5_route_rollup_24h,3,4851,40,ok,
