unix_ts,phase,cpu_pct,mem_mb
1786273418.9,baseline,0.0,6.5
1786273421.0,baseline,0.0,6.2
1786273423.0,baseline,0.0,6.2
1786273425.0,ingest,47.0,106.6
1786273427.1,ingest,37.6,158.1
1786273429.2,ingest,22.7,293.2
1786273431.2,ingest,26.8,329.5
1786273433.2,ingest,27.2,262.8
1786273435.2,ingest,39.9,346.6
1786273437.3,ingest,31.9,371.1
1786273439.3,ingest,26.7,574.5
1786273441.4,ingest,29.7,587.3
1786273443.4,ingest,32.8,443.7
1786273445.4,ingest,32.0,516.8
1786273447.5,hosts,43.2,698.4
1786273449.5,hosts,27.2,648.0
1786273451.5,hosts,26.1,650.1
1786273453.5,query_a,25.5,627.0
1786273455.6,query_a,17.3,634.2
1786273457.6,query_a,33.2,636.0
1786273459.8,burst,319.7,1174.7
1786273461.8,settle,0.0,1231.6
1786273463.8,settle,0.0,1231.6
1786273465.8,settle,0.0,1231.6
1786273467.9,settle,6.1,1231.6
1786273469.9,settle,0.0,1231.6
