unix_ts,phase,cpu_pct,mem_mb
1786263075.3,baseline,0.0,6.2
1786263077.3,baseline,0.0,6.2
1786263079.4,baseline,0.0,6.2
1786263081.4,ingest,94.4,167.7
1786263083.4,ingest,118.8,606.4
1786263085.5,ingest,188.9,499.5
1786263087.6,hosts,70.3,581.4
1786263089.6,query_a,164.1,1947.8
1786263091.6,query_a,167.5,2691.9
1786263093.6,query_b,167.2,3055.9
1786263095.7,settle,71.2,2913.1
1786263097.8,settle,0.0,2703.7
1786263099.8,settle,0.0,2703.7
1786263101.8,settle,0.0,2702.6
1786263103.8,settle,6.1,2702.6
