unix_ts,phase,cpu_pct,mem_mb
1786254675.0,baseline,0.0,6.3
1786254677.1,baseline,0.0,6.2
1786254679.2,baseline,0.0,6.2
1786254681.2,ingest,112.9,166.6
1786254683.2,ingest,105.7,288.1
1786254685.3,ingest,197.9,764.3
1786254687.3,hosts,79.9,626.6
1786254689.4,query_a,155.4,1962.8
1786254691.4,query_a,163.1,2054.1
1786254693.5,query_b,441.2,2421.3
1786254695.6,settle,32.4,2286.0
1786254697.6,settle,0.0,2284.9
1786254699.7,settle,0.0,2284.9
1786254701.7,settle,0.0,2284.9
1786254703.7,settle,6.2,2284.9
