unix_ts,phase,cpu_pct,mem_mb
1786247213.4,baseline,0.0,6.2
1786247215.5,baseline,0.0,6.2
1786247217.5,baseline,0.0,6.2
1786247219.6,ingest,30.1,112.0
1786247221.6,ingest,31.4,144.3
1786247223.7,ingest,15.6,259.9
1786247225.7,ingest,17.0,286.8
1786247227.8,ingest,15.9,297.1
1786247229.8,ingest,48.7,292.6
1786247231.9,ingest,126.7,736.8
1786247234.2,hosts,98.0,556.8
1786247236.0,query_a,132.4,1385.1
1786247238.0,query_a,138.9,1898.4
1786247240.1,query_b,431.4,2166.8
1786247242.1,settle,120.0,2326.8
1786247244.2,settle,0.0,2221.6
1786247246.2,settle,0.0,2221.6
1786247248.2,settle,0.0,2221.6
1786247250.3,settle,0.0,2221.6
