unix_ts,phase,cpu_pct,mem_mb
1786261722.3,baseline,0.0,6.5
1786261724.3,baseline,0.0,6.2
1786261726.3,baseline,0.0,6.2
1786261728.4,ingest,103.5,154.4
1786261730.5,ingest,103.9,265.1
1786261732.5,ingest,198.9,723.7
1786261734.5,hosts,22.2,474.5
1786261736.5,query_a,139.9,1441.0
1786261738.6,query_a,160.5,2243.0
1786261740.7,query_a,169.2,2368.7
1786261742.7,settle,79.8,2322.5
1786261744.7,settle,0.0,2321.4
1786261746.7,settle,0.0,2321.4
1786261748.8,settle,0.0,2321.4
1786261750.9,settle,6.1,2321.4
