test,run,ms,rows,status,error
A_journey_01,1,151,20,ok,
A_journey_02,1,147,20,ok,
A_journey_03,1,140,20,ok,
A_journey_04,1,147,20,ok,
A_journey_05,1,66,20,ok,
A_journey_06,1,90,20,ok,
A_journey_07,1,111,20,ok,
A_journey_08,1,149,20,ok,
A_journey_09,1,136,20,ok,
A_journey_10,1,67,20,ok,
A_journey_11,1,74,20,ok,
A_journey_12,1,83,20,ok,
A_journey_13,1,80,20,ok,
A_journey_14,1,107,20,ok,
A_journey_15,1,55,20,ok,
A_journey_16,1,68,20,ok,
A_journey_17,1,71,20,ok,
A_journey_18,1,74,20,ok,
A_journey_19,1,72,20,ok,
A_journey_20,1,143,20,ok,
B1_funnel_24h,1,80,10,ok,
B1_funnel_24h,2,92,10,ok,
B1_funnel_24h,3,86,10,ok,
B2_funnel_48h,1,133,10,ok,
B2_funnel_48h,2,102,10,ok,
B2_funnel_48h,3,95,10,ok,
B3_inflight_24h,1,64,10,ok,
B3_inflight_24h,2,49,10,ok,
B3_inflight_24h,3,64,10,ok,
B4_hourly_throughput_48h,1,69,476,ok,
B4_hourly_throughput_48h,2,60,476,ok,
B4_hourly_throughput_48h,3,63,476,ok,
B5_route_rollup_24h,1,103,40,ok,
B5_route_rollup_24h,2,143,40,ok,
B5_route_rollup_24h,3,112,40,ok,
