unix_ts,phase,cpu_pct,mem_mb
1786252839.7,baseline,0.0,6.5
1786252841.7,baseline,0.0,6.2
1786252843.8,baseline,0.0,6.2
1786252845.8,ingest,102.6,161.0
1786252847.9,ingest,113.6,293.2
1786252849.9,ingest,197.7,742.5
1786252851.9,hosts,53.6,522.8
1786252854.0,query_a,147.8,1658.9
1786252856.1,query_a,161.1,2017.6
1786252858.1,query_a,150.7,2535.1
1786252860.2,burst,322.6,2476.0
1786252862.2,settle,0.0,2492.2
1786252864.3,settle,0.0,2492.2
1786252866.3,settle,0.0,2492.2
1786252868.4,settle,5.9,2492.2
1786252870.4,settle,0.0,2492.2
