unix_ts,phase,cpu_pct,mem_mb
1786245218.7,baseline,0.0,6.7
1786245220.7,baseline,0.0,6.3
1786245222.8,baseline,0.0,6.3
1786245224.8,ingest,119.4,178.7
1786245226.9,ingest,118.6,431.9
1786245229.0,ingest,189.8,763.3
1786245231.0,hosts,122.5,602.7
1786245233.1,query_a,141.2,1729.8
1786245235.1,query_a,146.1,1986.4
1786245237.2,query_b,287.9,2235.5
1786245239.2,settle,20.1,2104.5
1786245241.3,settle,0.0,2103.5
1786245243.3,settle,0.0,2103.5
1786245245.4,settle,0.0,2103.5
1786245247.4,settle,6.2,2105.6
