unix_ts,phase,cpu_pct,mem_mb
1786243993.6,baseline,0.0,15.4
1786243995.6,baseline,0.0,15.4
1786243997.7,baseline,0.0,15.4
1786243999.7,ingest,120.5,141.5
1786244001.9,ingest,106.8,270.7
1786244003.9,ingest,212.1,679.0
1786244006.0,hosts,40.7,485.4
1786244008.0,query_a,148.0,1864.0
1786244010.0,query_a,151.2,2393.4
1786244012.1,query_a,154.9,2775.6
1786244014.1,settle,147.0,2791.7
1786244016.2,settle,0.0,2790.7
1786244018.2,settle,0.0,2790.7
1786244020.3,settle,0.0,2790.7
1786244022.3,settle,4.5,2790.7
