unix_ts,phase,cpu_pct,mem_mb
1786246568.7,baseline,0.0,6.2
1786246570.7,baseline,0.0,6.2
1786246572.8,baseline,0.0,6.2
1786246574.8,ingest,111.3,182.9
1786246576.9,ingest,123.6,411.5
1786246578.9,ingest,16.0,623.7
1786246581.0,ingest,16.8,659.2
1786246583.0,ingest,15.1,667.9
1786246585.1,ingest,21.9,339.2
1786246587.1,ingest,43.6,440.2
1786246589.3,hosts,55.8,483.7
1786246591.2,query_a,141.3,853.2
1786246593.3,query_b,111.2,1491.4
1786246595.3,query_b,309.4,1888.7
1786246597.4,settle,47.2,1980.0
1786246599.4,settle,0.0,1949.9
1786246601.4,settle,0.0,1949.9
1786246603.5,settle,0.0,1949.9
1786246605.5,settle,0.0,1949.9
