unix_ts,phase,cpu_pct,mem_mb
1786272494.4,baseline,0.0,6.2
1786272496.4,baseline,0.0,6.2
1786272498.4,baseline,0.0,6.2
1786272500.4,settle,50.7,152.6
1786272502.5,settle,0.0,152.6
1786272504.6,settle,0.0,149.6
1786272506.6,settle,0.0,149.6
1786272508.6,settle,0.0,149.6
